Date,Time,Low_Range_micro_siemens_per_centimeter,High_Range_micro_siemens_per_centimeter,Temp_Celcius
23-10-22,4:30:00,"2,484.70","2,506.70",25.93
23-10-22,4:40:00,"2,491.10","2,512.20",25.93
23-10-22,4:50:00,"2,492.90","2,514.70",25.92
23-10-22,5:00:00,"2,484.70","2,507.30",25.91
23-10-22,5:10:00,"2,491.10","2,511.60",25.89
23-10-22,5:20:00,"2,492.90","2,513.40",25.89
23-10-22,5:30:00,"2,486.40","2,507.30",25.88
23-10-22,5:40:00,"2,467.60","2,489.50",25.87
23-10-22,5:50:00,"2,484.70","2,504.80",25.86
23-10-22,6:00:00,"2,484.70","2,506.10",25.86
23-10-22,6:10:00,"2,482.30","2,502.40",25.85
23-10-22,6:20:00,"2,482.30","2,501.80",25.85
23-10-22,6:30:00,"2,482.30","2,503.60",25.83
23-10-22,6:40:00,"2,480.50","2,501.20",25.82
23-10-22,6:50:00,"2,478.20","2,498.70",25.82
23-10-22,7:00:00,"2,475.80","2,496.90",25.82
23-10-22,7:10:00,"2,475.80","2,495.60",25.8
23-10-22,7:20:00,"2,474.10","2,494.40",25.8
23-10-22,7:30:00,"2,475.80","2,495.00",25.78
23-10-22,7:40:00,"2,475.80","2,496.20",25.78
23-10-22,7:50:00,"2,478.20","2,496.20",25.78
23-10-22,8:00:00,"2,478.20","2,496.90",25.77
23-10-22,8:10:00,"2,478.20","2,498.70",25.77
23-10-22,8:20:00,"2,478.20","2,497.50",25.78
23-10-22,8:30:00,"2,475.80","2,496.90",25.78
23-10-22,8:40:00,"2,478.20","2,496.90",25.78
23-10-22,8:50:00,"2,478.20","2,497.50",25.77
23-10-22,9:00:00,"2,478.20","2,498.70",25.77
23-10-22,9:10:00,"2,478.20","2,497.50",25.78
23-10-22,9:20:00,"2,478.20","2,496.90",25.78
23-10-22,9:30:00,"2,478.20","2,497.50",25.8
23-10-22,9:40:00,"2,475.80","2,496.90",25.81
23-10-22,9:50:00,"2,480.00","2,499.30",25.85
23-10-22,10:00:00,"2,478.20","2,497.50",25.83
23-10-22,10:10:00,"2,478.20","2,498.70",25.86
23-10-22,10:20:00,"2,480.00","2,501.20",25.89
23-10-22,10:30:00,"2,482.30","2,502.40",25.94
23-10-22,10:40:00,"2,486.40","2,506.70",26.01
23-10-22,10:50:00,"2,490.50","2,511.60",26.09
23-10-22,11:00:00,"2,492.90","2,514.10",26.13
23-10-22,11:10:00,"2,494.70","2,516.50",26.19
23-10-22,11:20:00,"2,497.00","2,519.00",26.22
23-10-22,11:30:00,"2,501.10","2,522.70",26.27
23-10-22,11:40:00,"2,501.10","2,522.70",26.29
23-10-22,11:50:00,"2,505.30","2,526.40",26.35
23-10-22,12:00:00,"2,505.30","2,525.70",26.33
23-10-22,12:10:00,"2,505.30","2,527.00",26.34
23-10-22,12:20:00,"2,505.30","2,527.60",26.36
23-10-22,12:30:00,"2,511.80","2,532.50",26.4
23-10-22,12:40:00,"2,515.90","2,538.00",26.43
23-10-22,12:50:00,"2,515.90","2,539.30",26.45
23-10-22,13:00:00,"2,518.20","2,540.50",26.49
23-10-22,13:10:00,"2,522.40","2,544.80",26.49
23-10-22,13:20:00,"2,515.90","2,538.00",26.5
23-10-22,13:30:00,"2,518.20","2,541.70",26.51
23-10-22,13:40:00,"2,515.90","2,538.00",26.52
23-10-22,13:50:00,"2,522.40","2,546.00",26.55
23-10-22,14:00:00,"2,524.10","2,547.30",26.56
23-10-22,14:10:00,"2,535.40","2,559.00",26.62
23-10-22,14:20:00,"2,520.00","2,543.60",26.54
23-10-22,14:30:00,"2,517.70","2,539.90",26.51
23-10-22,14:40:00,"2,518.20","2,539.90",26.55
23-10-22,14:50:00,"2,520.00","2,541.70",26.54
23-10-22,15:00:00,"2,511.80","2,535.00",26.54
23-10-22,15:10:00,"2,513.50","2,535.00",26.52
23-10-22,15:20:00,"2,517.70","2,541.70",26.54
23-10-22,15:30:00,"2,517.70","2,542.40",26.54
23-10-22,15:40:00,"2,520.00","2,543.00",26.52
23-10-22,15:50:00,"2,524.10","2,546.70",26.49
23-10-22,16:00:00,"2,517.70","2,539.90",26.51
23-10-22,16:10:00,"2,513.50","2,536.80",26.5
23-10-22,16:20:00,"2,515.90","2,539.90",26.51
23-10-22,16:30:00,"2,517.70","2,540.50",26.51
23-10-22,16:40:00,"2,515.90","2,539.30",26.49
23-10-22,16:50:00,"2,517.70","2,541.70",26.49
23-10-22,17:00:00,"2,515.90","2,538.00",26.46
23-10-22,17:10:00,"2,514.10","2,538.00",26.45
23-10-22,17:20:00,"2,511.80","2,535.60",26.44
23-10-22,17:30:00,"2,509.40","2,532.50",26.43
23-10-22,17:40:00,"2,505.30","2,529.40",26.43
23-10-22,17:50:00,"2,509.40","2,532.50",26.41
23-10-22,18:00:00,"2,507.00","2,530.70",26.41
23-10-22,18:10:00,"2,507.00","2,530.70",26.39
23-10-22,18:20:00,"2,507.60","2,530.00",26.39
23-10-22,18:30:00,"2,509.40","2,532.50",26.39
23-10-22,18:40:00,"2,509.40","2,532.50",26.38
23-10-22,18:50:00,"2,507.00","2,530.70",26.36
23-10-22,19:00:00,"2,505.30","2,530.70",26.35
23-10-22,19:10:00,"2,507.00","2,530.70",26.34
23-10-22,19:20:00,"2,507.00","2,530.70",26.33
23-10-22,19:30:00,"2,505.30","2,528.80",26.31
23-10-22,19:40:00,"2,505.30","2,527.60",26.29
23-10-22,19:50:00,"2,502.90","2,526.40",26.27
23-10-22,20:00:00,"2,501.10","2,526.40",26.25
23-10-22,20:10:00,"2,502.90","2,525.70",26.23
23-10-22,20:20:00,"2,498.80","2,523.30",26.2
23-10-22,20:30:00,"2,498.80","2,522.70",26.19
23-10-22,20:40:00,"2,496.40","2,522.10",26.18
23-10-22,20:50:00,"2,496.40","2,520.80",26.15
23-10-22,21:00:00,"2,496.40","2,520.80",26.14
23-10-22,21:10:00,"2,494.70","2,517.70",26.12
23-10-22,21:20:00,"2,492.30","2,516.50",26.1
23-10-22,21:30:00,"2,490.50","2,514.70",26.08
23-10-22,21:40:00,"2,490.50","2,514.70",26.06
23-10-22,21:50:00,"2,490.50","2,514.10",26.04
23-10-22,22:00:00,"2,486.40","2,512.20",26.02
23-10-22,22:10:00,"2,488.20","2,511.60",26.01
23-10-22,22:20:00,"2,488.20","2,511.60",25.99
23-10-22,22:30:00,"2,480.00","2,504.20",25.97
23-10-22,22:40:00,"2,473.50","2,496.20",25.96
23-10-22,22:50:00,"2,480.00","2,502.40",25.94
23-10-22,23:00:00,"2,484.10","2,509.10",25.93
23-10-22,23:10:00,"2,486.40","2,509.10",25.91
23-10-22,23:20:00,"2,484.10","2,506.70",25.88
23-10-22,23:30:00,"2,482.30","2,506.10",25.87
23-10-22,23:40:00,"2,477.60","2,499.90",25.86
23-10-22,23:50:00,"2,480.00","2,503.00",25.83
24-10-22,0:00:00,"2,480.00","2,502.40",25.82
24-10-22,0:10:00,"2,477.60","2,501.20",25.81
24-10-22,0:20:00,"2,477.60","2,501.20",25.8
24-10-22,0:30:00,"2,477.60","2,500.50",25.8
24-10-22,0:40:00,"2,475.80","2,499.90",25.78
24-10-22,0:50:00,"2,475.80","2,499.30",25.76
24-10-22,1:00:00,"2,473.50","2,498.10",25.75
24-10-22,1:10:00,"2,473.50","2,497.50",25.75
24-10-22,1:20:00,"2,473.50","2,496.90",25.72
24-10-22,1:30:00,"2,475.80","2,498.70",25.72
24-10-22,1:40:00,"2,473.50","2,497.50",25.71
24-10-22,1:50:00,"2,473.50","2,497.50",25.7
24-10-22,2:00:00,"2,473.50","2,496.90",25.69
24-10-22,2:10:00,"2,471.70","2,495.00",25.69
24-10-22,2:20:00,"2,471.70","2,493.80",25.69
24-10-22,2:30:00,"2,469.40","2,493.20",25.67
24-10-22,2:40:00,"2,467.00","2,491.90",25.66
24-10-22,2:50:00,"2,467.00","2,491.30",25.66
24-10-22,3:00:00,"2,465.30","2,487.60",25.64
24-10-22,3:10:00,"2,193.20","2,220.50",25.64
24-10-22,3:20:00,"2,467.60","2,489.50",25.62
24-10-22,3:30:00,"2,465.30","2,487.60",25.6
24-10-22,3:40:00,"2,465.30","2,487.00",25.6
24-10-22,3:50:00,"2,465.30","2,488.30",25.6
24-10-22,4:00:00,"2,462.90","2,487.00",25.59
24-10-22,4:10:00,"2,465.30","2,487.60",25.57
24-10-22,4:20:00,"2,467.00","2,489.50",25.57
24-10-22,4:30:00,"2,471.70","2,494.40",25.56
24-10-22,4:40:00,"2,467.00","2,490.10",25.56
24-10-22,4:50:00,"2,473.50","2,496.20",25.55
24-10-22,5:00:00,"2,477.60","2,500.50",25.56
24-10-22,5:10:00,"2,473.50","2,496.90",25.55
24-10-22,5:20:00,"2,469.40","2,491.90",25.52
24-10-22,5:30:00,"2,467.00","2,491.30",25.51
24-10-22,5:40:00,"2,467.00","2,490.10",25.5
24-10-22,5:50:00,"2,467.00","2,490.10",25.49
24-10-22,6:00:00,"2,467.00","2,490.10",25.48
24-10-22,6:10:00,"2,462.90","2,486.40",25.46
24-10-22,6:20:00,"2,465.30","2,487.60",25.46
24-10-22,6:30:00,"2,462.90","2,485.80",25.45
24-10-22,6:40:00,"2,462.90","2,487.00",25.45
24-10-22,6:50:00,"2,457.00","2,480.30",25.44
24-10-22,7:00:00,"2,459.40","2,480.30",25.43
24-10-22,7:10:00,"2,458.80","2,479.70",25.43
24-10-22,7:20:00,"2,457.00","2,479.10",25.43
24-10-22,7:30:00,"2,457.00","2,478.40",25.41
24-10-22,7:40:00,"2,457.00","2,478.40",25.41
24-10-22,7:50:00,"2,454.70","2,478.40",25.41
24-10-22,8:00:00,"2,457.00","2,479.70",25.41
24-10-22,8:10:00,"2,457.00","2,480.30",25.43
24-10-22,8:20:00,"2,458.80","2,479.70",25.43
24-10-22,8:30:00,"2,461.10","2,480.30",25.45
24-10-22,8:40:00,"2,461.10","2,483.30",25.49
24-10-22,8:50:00,"2,465.30","2,485.80",25.51
24-10-22,9:00:00,"2,467.00","2,488.90",25.56
24-10-22,9:10:00,"2,469.40","2,490.70",25.6
24-10-22,9:20:00,"2,469.40","2,491.30",25.62
24-10-22,9:30:00,"2,471.70","2,493.80",25.67
24-10-22,9:40:00,"2,473.50","2,496.20",25.75
24-10-22,9:50:00,"2,475.20","2,499.30",25.8
24-10-22,10:00:00,"2,479.40","2,503.00",25.86
24-10-22,10:10:00,"2,484.10","2,505.50",25.91
24-10-22,10:20:00,"2,484.10","2,506.10",25.93
24-10-22,10:30:00,"2,485.80","2,508.50",25.97
24-10-22,10:40:00,"2,490.00","2,511.60",26.03
24-10-22,10:50:00,"2,490.00","2,513.40",26.04
24-10-22,11:00:00,"2,494.10","2,517.10",26.12
24-10-22,11:10:00,"2,498.20","2,520.80",26.18
24-10-22,11:20:00,"2,500.60","2,523.90",26.19
24-10-22,11:30:00,"2,500.60","2,524.50",26.19
24-10-22,11:40:00,"2,504.70","2,527.00",26.24
24-10-22,11:50:00,"2,504.70","2,527.60",26.27
24-10-22,12:00:00,"2,505.30","2,528.20",26.24
24-10-22,12:10:00,"2,507.00","2,531.90",26.28
24-10-22,12:20:00,"2,508.80","2,531.90",26.27
24-10-22,12:30:00,"2,508.80","2,532.50",26.28
24-10-22,12:40:00,"2,513.50","2,536.80",26.29
24-10-22,12:50:00,"2,513.50","2,536.20",26.35
24-10-22,13:00:00,"2,515.30","2,538.70",26.35
24-10-22,13:10:00,"2,517.70","2,539.90",26.36
24-10-22,13:20:00,"2,517.70","2,541.70",26.4
24-10-22,13:30:00,"2,530.60","2,555.30",26.45
24-10-22,13:40:00,"2,530.60","2,554.70",26.44
24-10-22,13:50:00,"2,538.90","2,561.40",26.44
24-10-22,14:00:00,"2,536.50","2,561.40",26.48
24-10-22,14:10:00,"2,534.80","2,559.00",26.46
24-10-22,14:20:00,"2,525.90","2,550.40",26.44
24-10-22,14:30:00,"2,519.40","2,542.40",26.41
24-10-22,14:40:00,"2,521.80","2,544.80",26.4
24-10-22,14:50:00,"2,517.70","2,541.10",26.4
24-10-22,15:00:00,"2,521.80","2,546.00",26.41
24-10-22,15:10:00,"2,519.40","2,541.70",26.4
24-10-22,15:20:00,"2,519.40","2,543.60",26.41
24-10-22,15:30:00,"2,519.40","2,544.20",26.41
24-10-22,15:40:00,"2,519.40","2,544.20",26.43
24-10-22,15:50:00,"2,521.80","2,546.00",26.41
24-10-22,16:00:00,"2,519.40","2,544.20",26.43
24-10-22,16:10:00,"2,519.40","2,543.60",26.41
24-10-22,16:20:00,"2,519.40","2,542.40",26.41
24-10-22,16:30:00,"2,519.40","2,543.00",26.43
24-10-22,16:40:00,"2,517.70","2,541.70",26.4
24-10-22,16:50:00,"2,511.20","2,535.00",26.39
24-10-22,17:00:00,"2,512.90","2,538.70",26.39
24-10-22,17:10:00,"2,512.90","2,537.40",26.39
24-10-22,17:20:00,"2,512.90","2,537.40",26.4
24-10-22,17:30:00,"2,511.20","2,536.20",26.38
24-10-22,17:40:00,"2,512.90","2,536.20",26.38
24-10-22,17:50:00,"2,511.20","2,536.20",26.38
24-10-22,18:00:00,"2,511.20","2,535.00",26.36
24-10-22,18:10:00,"2,511.20","2,535.60",26.36
24-10-22,18:20:00,"2,508.80","2,533.70",26.35
24-10-22,18:30:00,"2,508.80","2,532.50",26.33
24-10-22,18:40:00,"2,508.80","2,533.70",26.33
24-10-22,18:50:00,"2,511.20","2,534.40",26.31
24-10-22,19:00:00,"2,507.00","2,531.90",26.29
24-10-22,19:10:00,"2,507.00","2,530.00",26.28
24-10-22,19:20:00,"2,507.00","2,530.00",26.27
24-10-22,19:30:00,"2,507.00","2,530.00",26.25
24-10-22,19:40:00,"2,504.70","2,529.40",26.24
24-10-22,19:50:00,"2,504.70","2,529.40",26.23
24-10-22,20:00:00,"2,504.70","2,528.80",26.22
24-10-22,20:10:00,"2,504.70","2,529.40",26.19
24-10-22,20:20:00,"2,502.30","2,527.60",26.18
24-10-22,20:30:00,"2,502.30","2,527.00",26.17
24-10-22,20:40:00,"2,490.00","2,515.30",26.15
24-10-22,20:50:00,"2,500.60","2,525.70",26.14
24-10-22,21:00:00,"2,502.30","2,526.40",26.13
24-10-22,21:10:00,"2,500.00","2,524.50",26.1
24-10-22,21:20:00,"2,500.60","2,523.90",26.1
24-10-22,21:30:00,"2,495.80","2,520.80",26.07
24-10-22,21:40:00,"2,495.80","2,520.80",26.06
24-10-22,21:50:00,"2,495.80","2,519.60",26.04
24-10-22,22:00:00,"2,494.10","2,517.70",26.02
24-10-22,22:10:00,"2,494.10","2,517.10",26.01
24-10-22,22:20:00,"2,491.70","2,517.10",25.98
24-10-22,22:30:00,"2,481.70","2,507.30",25.98
24-10-22,22:40:00,"2,491.70","2,515.30",25.96
24-10-22,22:50:00,"2,490.00","2,513.40",25.94
24-10-22,23:00:00,"2,487.60","2,511.00",25.91
24-10-22,23:10:00,"2,487.60","2,511.60",25.89
24-10-22,23:20:00,"2,485.80","2,510.40",25.88
24-10-22,23:30:00,"2,485.80","2,509.10",25.87
24-10-22,23:40:00,"2,481.10","2,506.10",25.83
24-10-22,23:50:00,"2,481.70","2,505.50",25.82
25-10-22,0:00:00,"2,481.70","2,504.80",25.8
25-10-22,0:10:00,"2,479.40","2,503.60",25.78
25-10-22,0:20:00,"2,479.40","2,502.40",25.77
25-10-22,0:30:00,"2,477.00","2,502.40",25.75
25-10-22,0:40:00,"2,477.00","2,501.20",25.73
25-10-22,0:50:00,"2,475.20","2,500.50",25.72
25-10-22,1:00:00,"2,477.00","2,499.30",25.71
25-10-22,1:10:00,"2,475.20","2,498.70",25.7
25-10-22,1:20:00,"2,475.20","2,498.10",25.7
25-10-22,1:30:00,"2,475.20","2,498.10",25.67
25-10-22,1:40:00,"2,475.20","2,496.90",25.67
25-10-22,1:50:00,"2,465.30","2,490.70",25.66
25-10-22,2:00:00,"2,472.90","2,496.90",25.65
25-10-22,2:10:00,"2,472.90","2,496.20",25.64
25-10-22,2:20:00,"2,472.90","2,496.20",25.62
25-10-22,2:30:00,"2,475.20","2,496.90",25.62
25-10-22,2:40:00,"2,472.90","2,496.20",25.61
25-10-22,2:50:00,"2,472.90","2,495.60",25.6
25-10-22,3:00:00,"2,472.90","2,495.60",25.6
25-10-22,3:10:00,"2,477.00","2,499.90",25.6
25-10-22,3:20:00,"2,471.10","2,495.00",25.59
25-10-22,3:30:00,"2,468.80","2,493.20",25.57
25-10-22,3:40:00,"2,477.00","2,500.50",25.56
25-10-22,3:50:00,"2,475.20","2,498.10",25.55
25-10-22,4:00:00,"2,470.50","2,495.60",25.55
25-10-22,4:10:00,"2,475.20","2,498.10",25.54
25-10-22,4:20:00,"2,327.90","2,348.10",25.54
25-10-22,4:30:00,"2,477.00","2,501.20",25.54
25-10-22,4:40:00,"2,477.00","2,501.20",25.52
25-10-22,4:50:00,"2,477.00","2,498.70",25.5
25-10-22,5:00:00,"2,475.20","2,497.50",25.5
25-10-22,5:10:00,"2,481.10","2,504.80",25.5
25-10-22,5:20:00,"2,475.20","2,498.70",25.49
25-10-22,5:30:00,"2,483.50","2,506.10",25.49
25-10-22,5:40:00,"2,477.00","2,500.50",25.48
25-10-22,5:50:00,"2,472.90","2,496.20",25.46
25-10-22,6:00:00,"2,481.10","2,504.80",25.48
25-10-22,6:10:00,"2,474.70","2,500.50",25.45
25-10-22,6:20:00,"2,470.50","2,495.60",25.44
25-10-22,6:30:00,"2,472.90","2,495.60",25.43
25-10-22,6:40:00,"2,466.40","2,488.90",25.43
25-10-22,6:50:00,"2,466.40","2,488.90",25.4
25-10-22,7:00:00,"2,466.40","2,490.10",25.41
25-10-22,7:10:00,"2,466.40","2,490.10",25.4
25-10-22,7:20:00,"2,462.30","2,485.80",25.38
25-10-22,7:30:00,"2,460.60","2,483.30",25.38
25-10-22,7:40:00,"2,460.60","2,482.70",25.38
25-10-22,7:50:00,"2,458.20","2,480.90",25.38
25-10-22,8:00:00,"2,458.20","2,481.50",25.38
25-10-22,8:10:00,"2,458.20","2,480.90",25.39
25-10-22,8:20:00,"2,460.60","2,482.70",25.41
25-10-22,8:30:00,"2,462.30","2,486.40",25.46
25-10-22,8:40:00,"2,464.70","2,487.00",25.49
25-10-22,8:50:00,"2,466.40","2,490.70",25.55
25-10-22,9:00:00,"2,470.50","2,493.20",25.6
25-10-22,9:10:00,"2,472.90","2,494.40",25.64
25-10-22,9:20:00,"2,472.90","2,497.50",25.69
25-10-22,9:30:00,"2,477.00","2,499.90",25.72
25-10-22,9:40:00,"2,481.10","2,504.20",25.78
25-10-22,9:50:00,"2,481.10","2,504.80",25.82
25-10-22,10:00:00,"2,482.90","2,507.30",25.87
25-10-22,10:10:00,"2,489.40","2,512.20",25.93
25-10-22,10:20:00,"2,491.70","2,514.70",25.96
25-10-22,10:30:00,"2,493.50","2,516.50",25.99
25-10-22,10:40:00,"2,498.20","2,520.80",26.06
25-10-22,10:50:00,"2,500.00","2,523.90",26.1
25-10-22,11:00:00,"2,504.10","2,528.20",26.17
25-10-22,11:10:00,"2,508.20","2,531.30",26.22
25-10-22,11:20:00,"2,508.20","2,530.70",26.19
25-10-22,11:30:00,"2,512.30","2,535.60",26.28
25-10-22,11:40:00,"2,510.60","2,535.00",26.24
25-10-22,11:50:00,"2,512.30","2,535.60",26.25
25-10-22,12:00:00,"2,514.70","2,537.40",26.28
25-10-22,12:10:00,"2,516.50","2,539.90",26.3
25-10-22,12:20:00,"2,517.10","2,539.90",26.3
25-10-22,12:30:00,"2,518.80","2,542.40",26.31
25-10-22,12:40:00,"2,518.80","2,542.40",26.34
25-10-22,12:50:00,"2,521.20","2,543.00",26.36
25-10-22,13:00:00,"2,521.20","2,544.80",26.4
25-10-22,13:10:00,"2,523.00","2,546.00",26.4
25-10-22,13:20:00,"2,523.00","2,546.70",26.41
25-10-22,13:30:00,"2,527.10","2,551.60",26.46
25-10-22,13:40:00,"2,529.50","2,551.60",26.46
25-10-22,13:50:00,"2,527.10","2,552.20",26.51
25-10-22,14:00:00,"2,525.30","2,549.10",26.48
25-10-22,14:10:00,"2,529.50","2,552.80",26.48
25-10-22,14:20:00,"2,531.80","2,554.70",26.5
25-10-22,14:30:00,"2,531.80","2,554.70",26.5
25-10-22,14:40:00,"2,531.20","2,554.00",26.5
25-10-22,14:50:00,"2,529.50","2,554.00",26.51
25-10-22,15:00:00,"2,529.50","2,552.20",26.5
25-10-22,15:10:00,"2,529.50","2,552.20",26.5
25-10-22,15:20:00,"2,525.30","2,549.70",26.49
25-10-22,15:30:00,"2,527.10","2,551.00",26.48
25-10-22,15:40:00,"2,525.30","2,549.10",26.48
25-10-22,15:50:00,"2,523.00","2,547.90",26.46
25-10-22,16:00:00,"2,527.10","2,552.20",26.46
25-10-22,16:10:00,"2,523.00","2,549.10",26.48
25-10-22,16:20:00,"2,524.70","2,549.10",26.46
25-10-22,16:30:00,"2,523.00","2,547.30",26.46
25-10-22,16:40:00,"2,523.00","2,547.30",26.41
25-10-22,16:50:00,"2,524.70","2,549.10",26.44
25-10-22,17:00:00,"2,523.00","2,547.90",26.44
25-10-22,17:10:00,"2,523.00","2,546.70",26.4
25-10-22,17:20:00,"2,520.60","2,546.70",26.4
25-10-22,17:30:00,"2,520.60","2,546.70",26.4
25-10-22,17:40:00,"2,523.00","2,547.90",26.38
25-10-22,17:50:00,"2,520.60","2,544.80",26.39
25-10-22,18:00:00,"2,516.50","2,541.70",26.36
25-10-22,18:10:00,"2,518.80","2,542.40",26.35
25-10-22,18:20:00,"2,516.50","2,541.70",26.33
25-10-22,18:30:00,"2,514.10","2,539.30",26.31
25-10-22,18:40:00,"2,516.50","2,541.70",26.31
25-10-22,18:50:00,"2,514.70","2,538.70",26.3
25-10-22,19:00:00,"2,514.10","2,539.30",26.28
25-10-22,19:10:00,"2,514.10","2,538.00",26.27
25-10-22,19:20:00,"2,514.10","2,538.00",26.25
25-10-22,19:30:00,"2,512.30","2,537.40",26.24
25-10-22,19:40:00,"2,514.10","2,538.00",26.24
25-10-22,19:50:00,"2,510.00","2,534.40",26.22
25-10-22,20:00:00,"2,508.20","2,532.50",26.2
25-10-22,20:10:00,"2,508.20","2,533.10",26.19
25-10-22,20:20:00,"2,508.20","2,533.10",26.18
25-10-22,20:30:00,"2,505.90","2,530.70",26.17
25-10-22,20:40:00,"2,503.50","2,529.40",26.14
25-10-22,20:50:00,"2,503.50","2,528.80",26.13
25-10-22,21:00:00,"2,501.70","2,526.40",26.1
25-10-22,21:10:00,"2,503.50","2,527.60",26.1
25-10-22,21:20:00,"2,501.70","2,526.40",26.09
25-10-22,21:30:00,"2,353.50","2,391.50",26.07
25-10-22,21:40:00,"2,501.70","2,523.90",26.04
25-10-22,21:50:00,"2,499.40","2,524.50",26.03
25-10-22,22:00:00,"2,499.40","2,524.50",26.02
25-10-22,22:10:00,"2,499.40","2,524.50",26.02
25-10-22,22:20:00,"2,501.70","2,525.10",26.02
25-10-22,22:30:00,"2,497.00","2,522.10",26.01
25-10-22,22:40:00,"2,499.40","2,522.10",25.99
25-10-22,22:50:00,"2,497.00","2,522.10",25.98
25-10-22,23:00:00,"2,497.00","2,520.80",25.97
25-10-22,23:10:00,"2,497.00","2,520.80",25.96
25-10-22,23:20:00,"2,497.00","2,520.80",25.96
25-10-22,23:30:00,"2,495.30","2,520.20",25.94
25-10-22,23:40:00,"2,495.30","2,519.00",25.93
25-10-22,23:50:00,"2,495.30","2,520.20",25.93
26-10-22,0:00:00,"2,495.30","2,519.60",25.92
26-10-22,0:10:00,"2,492.90","2,517.70",25.91
26-10-22,0:20:00,"2,492.90","2,517.70",25.91
26-10-22,0:30:00,"2,491.10","2,516.50",25.88
26-10-22,0:40:00,"2,491.10","2,516.50",25.87
26-10-22,0:50:00,"2,491.10","2,515.90",25.87
26-10-22,1:00:00,"2,491.10","2,515.30",25.86
26-10-22,1:10:00,"2,488.80","2,514.10",25.85
26-10-22,1:20:00,"2,488.80","2,514.10",25.83
26-10-22,1:30:00,"2,488.80","2,514.10",25.83
26-10-22,1:40:00,"2,487.00","2,511.60",25.81
26-10-22,1:50:00,"2,487.00","2,511.60",25.81
26-10-22,2:00:00,"2,487.00","2,511.00",25.8
26-10-22,2:10:00,"2,486.40","2,510.40",25.8
26-10-22,2:20:00,"2,484.70","2,509.80",25.78
26-10-22,2:30:00,"2,484.70","2,509.10",25.77
26-10-22,2:40:00,"2,487.00","2,511.00",25.77
26-10-22,2:50:00,"2,495.30","2,520.20",25.77
26-10-22,3:00:00,"2,488.80","2,512.80",25.75
26-10-22,3:10:00,"2,486.40","2,511.00",25.73
26-10-22,3:20:00,"2,488.80","2,514.10",25.73
26-10-22,3:30:00,"2,487.00","2,511.60",25.72
26-10-22,3:40:00,"2,484.70","2,510.40",25.71
26-10-22,3:50:00,"2,488.80","2,513.40",25.7
26-10-22,4:00:00,"2,488.80","2,512.80",25.7
26-10-22,4:10:00,"2,488.80","2,513.40",25.69
26-10-22,4:20:00,"2,497.00","2,520.20",25.69
26-10-22,4:30:00,"2,488.80","2,514.10",25.66
26-10-22,4:40:00,"2,488.80","2,512.80",25.66
26-10-22,4:50:00,"2,484.70","2,508.50",25.65
26-10-22,5:00:00,"2,487.00","2,509.80",25.65
26-10-22,5:10:00,"2,487.00","2,511.60",25.64
26-10-22,5:20:00,"2,484.70","2,507.90",25.61
26-10-22,5:30:00,"2,484.70","2,508.50",25.61
26-10-22,5:40:00,"2,488.80","2,513.40",25.6
26-10-22,5:50:00,"2,492.90","2,516.50",25.6
26-10-22,6:00:00,"2,488.80","2,512.80",25.59
26-10-22,6:10:00,"2,492.90","2,518.40",25.59
26-10-22,6:20:00,"2,499.40","2,524.50",25.59
26-10-22,6:30:00,"2,486.40","2,511.00",25.56
26-10-22,6:40:00,"2,472.30","2,496.20",25.54
26-10-22,6:50:00,"2,472.30","2,496.20",25.54
26-10-22,7:00:00,"2,476.40","2,502.40",25.54
26-10-22,7:10:00,"2,478.20","2,502.40",25.54
26-10-22,7:20:00,"2,480.50","2,506.10",25.54
26-10-22,7:30:00,"2,478.20","2,501.20",25.54
26-10-22,7:40:00,"2,472.30","2,495.60",25.52
26-10-22,7:50:00,"2,472.30","2,496.20",25.52
26-10-22,8:00:00,"2,476.40","2,499.30",25.52
26-10-22,8:10:00,"2,474.10","2,497.50",25.51
26-10-22,8:20:00,"2,472.30","2,495.60",25.51
26-10-22,8:30:00,"2,470.00","2,491.90",25.51
26-10-22,8:40:00,"2,468.20","2,491.30",25.52
26-10-22,8:50:00,"2,468.20","2,491.90",25.54
26-10-22,9:00:00,"2,461.70","2,484.00",25.52
26-10-22,9:10:00,"2,457.60","2,481.50",25.52
26-10-22,9:20:00,"2,451.70","2,473.50",25.52
26-10-22,9:30:00,"2,449.40","2,469.20",25.52
26-10-22,9:40:00,"2,445.30","2,468.00",25.54
26-10-22,9:50:00,"2,451.70","2,473.50",25.56
26-10-22,10:00:00,"2,445.30","2,466.80",25.57
26-10-22,10:10:00,"2,441.20","2,463.70",25.6
26-10-22,10:20:00,"2,443.50","2,464.30",25.6
26-10-22,10:30:00,"2,445.30","2,467.40",25.64
26-10-22,10:40:00,"2,445.30","2,467.40",25.64
26-10-22,10:50:00,"2,449.40","2,471.10",25.72
26-10-22,11:00:00,"2,439.40","2,461.30",25.72
26-10-22,11:10:00,"2,439.40","2,460.60",25.76
26-10-22,11:20:00,"2,445.30","2,466.20",25.8
26-10-22,11:30:00,"2,445.30","2,467.40",25.81
26-10-22,11:40:00,"2,449.40","2,469.80",25.83
26-10-22,11:50:00,"2,451.70","2,472.90",25.87
26-10-22,12:00:00,"2,455.30","2,477.80",25.89
26-10-22,12:10:00,"2,457.60","2,478.40",25.94
26-10-22,12:20:00,"2,461.70","2,482.70",25.93
